seq,orderid,orderdate,shipdate,customerid,customername,customertype,국가,도시,주,우편번호,regiontype,productid,bigcategory,subcategory,productname,price,quantity,discount
5411,CA-2017-1088544,08/12/2017 0:00,14/12/2017 0:00,DM-13345,Denise Monton,Corporate,United States,Roswell,Georgia,30076,South,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",38.53,1,0
6628,CA-2014-1385131,23/05/2014 0:00,27/05/2014 0:00,EH-13990,Erica Hackney,Consumer,United States,Roswell,Georgia,30076,South,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,9.67,2,0
6450,CA-2015-1565101,25/09/2015 0:00,29/09/2015 0:00,EH-13990,Erica Hackney,Consumer,United States,Roswell,Georgia,30076,South,OFF-BI-10000822,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2 X 11",67.53,2,0
6451,CA-2015-1565102,25/09/2015 0:00,29/09/2015 0:00,EH-13990,Erica Hackney,Consumer,United States,Roswell,Georgia,30076,South,OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11 x 17, Ream",38.67,2,0
6452,CA-2015-1565103,25/09/2015 0:00,29/09/2015 0:00,EH-13990,Erica Hackney,Consumer,United States,Roswell,Georgia,30076,South,OFF-AR-10004930,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,37.8,1,0
6146,CA-2014-1335431,22/12/2014 0:00,26/12/2014 0:00,KM-16660,Khloe Miller,Consumer,United States,Roswell,Georgia,30076,South,OFF-AR-10003394,Office Supplies,Art,Newell 332,9.8,4,0
4006,US-2015-1687321,10/12/2015 0:00,16/12/2015 0:00,KM-16660,Khloe Miller,Consumer,United States,Roswell,Georgia,30076,South,OFF-AR-10003087,Office Supplies,Art,Staples in misc. colors,22.8,1,0
4007,US-2015-1687322,10/12/2015 0:00,16/12/2015 0:00,KM-16660,Khloe Miller,Consumer,United States,Roswell,Georgia,30076,South,OFF-PA-10000520,Office Supplies,Paper,Xerox 201,8.67,4,0
6927,CA-2016-1400461,28/07/2016 0:00,03/08/2016 0:00,KM-16660,Khloe Miller,Consumer,United States,Roswell,Georgia,30076,South,OFF-LA-10000305,Office Supplies,Labels,Avery 495,8.6,3,0
9699,CA-2017-1541161,15/12/2017 0:00,19/12/2017 0:00,KM-16660,Khloe Miller,Consumer,United States,Roswell,Georgia,30076,South,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4 x 5 Forms per Page",52.67,3,0
9700,CA-2017-1541162,15/12/2017 0:00,19/12/2017 0:00,KM-16660,Khloe Miller,Consumer,United States,Roswell,Georgia,30076,South,OFF-AP-10000027,Office Supplies,Appliances,Hoover Commercial SteamVac,25.33,4,0
7823,US-2014-1154131,26/08/2014 0:00,01/09/2014 0:00,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-AR-10003770,Office Supplies,Art,Newell 340,9.8,3,0
8708,CA-2014-1468152,08/09/2014 0:00,13/09/2014 0:00,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,13.8,2,0
9432,CA-2015-1118641,19/06/2015 0:00,19/06/2015 0:00,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-LA-10004677,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters with Dispenser Box,62.6,2,0.2
1383,US-2016-1085041,05/02/2016 0:00,05/02/2016 0:00,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-ST-10002344,Office Supplies,Storage,Carina 42Hx23 3/4W Media Storage Unit,36.53,1,0
1384,US-2016-1085042,05/02/2016 0:00,05/02/2016 0:00,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,41.67,9,0
1385,US-2016-1085043,05/02/2016 0:00,05/02/2016 0:00,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,34.4,5,0
1388,US-2016-1085046,05/02/2016 0:00,05/02/2016 0:00,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-EN-10003001,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,49.4,2,0
1391,US-2016-1085049,05/02/2016 0:00,05/02/2016 0:00,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",94.67,3,0
3634,CA-2016-1451771,10/11/2016 0:00,14/11/2016 0:00,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,23.6,4,0.2
3636,CA-2016-1451773,10/11/2016 0:00,14/11/2016 0:00,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-PA-10004039,Office Supplies,Paper,Xerox 1882,9.67,2,0.2
3637,CA-2016-1451774,10/11/2016 0:00,14/11/2016 0:00,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 600 Sets per Book",72.67,3,0.2
3638,CA-2016-1451775,10/11/2016 0:00,14/11/2016 0:00,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",55.33,4,0.2
3640,CA-2016-1451777,10/11/2016 0:00,14/11/2016 0:00,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,9.67,1,0.2
3642,CA-2016-1451779,10/11/2016 0:00,14/11/2016 0:00,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,34.53,7,0.7
5222,CA-2017-1174011,18/05/2017 0:00,22/05/2017 0:00,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-AP-10000938,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,30.33,7,0
5224,CA-2017-1174013,18/05/2017 0:00,22/05/2017 0:00,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-BI-10001267,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",64.53,7,0
7924,CA-2017-1340962,24/09/2017 0:00,29/09/2017 0:00,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,46.53,3,0.7
4719,CA-2015-1097361,10/10/2015 0:00,11/10/2015 0:00,DJ-13420,Denny Joy,Corporate,United States,Warner Robins,Georgia,31088,South,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,9.67,7,0
4775,CA-2017-1197463,23/11/2017 0:00,27/11/2017 0:00,CM-12385,Christopher Martinez,Consumer,United States,Atlanta,Georgia,30318,South,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,30.4,2,0.2
7250,CA-2015-1584911,04/06/2015 0:00,09/06/2015 0:00,BP-11155,Becky Pak,Consumer,United States,Columbus,Georgia,31907,South,TEC-AC-10001874,Technology,Accessories,Logitech Wireless Anywhere Mouse MX for PC and Mac,48.9,2,0
7251,CA-2015-1584912,04/06/2015 0:00,09/06/2015 0:00,BP-11155,Becky Pak,Consumer,United States,Columbus,Georgia,31907,South,TEC-AC-10003870,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,48.9,3,0
1305,US-2017-1261792,03/07/2017 0:00,07/07/2017 0:00,CS-12460,Chuck Sachs,Consumer,United States,Columbus,Georgia,31907,South,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,12.4,3,0
2465,CA-2017-1486913,03/12/2017 0:00,09/12/2017 0:00,CS-12460,Chuck Sachs,Consumer,United States,Columbus,Georgia,31907,South,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,21.4,1,0
8443,US-2016-1551731,06/03/2016 0:00,10/03/2016 0:00,JB-16045,Julia Barnett,Home Office,United States,Columbus,Georgia,31907,South,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,45.4,2,0.4
8445,US-2016-1551733,06/03/2016 0:00,10/03/2016 0:00,JB-16045,Julia Barnett,Home Office,United States,Columbus,Georgia,31907,South,TEC-PH-10002538,Technology,Phones,Grandstream GXP1160 VoIP phone,29.4,3,0.4
8967,CA-2016-1341801,03/11/2016 0:00,07/11/2016 0:00,JP-16135,Julie Prescott,Home Office,United States,Columbus,Georgia,31907,South,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,41.9,1,0.2
7478,CA-2014-1671994,06/01/2014 0:00,10/01/2014 0:00,ME-17320,Maria Etezadi,Home Office,United States,Columbus,Georgia,31907,South,TEC-PH-10004977,Technology,Phones,GE 30524EE4,10.4,2,0
7479,CA-2014-1671995,06/01/2014 0:00,10/01/2014 0:00,ME-17320,Maria Etezadi,Home Office,United States,Columbus,Georgia,31907,South,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,50.4,4,0
3553,CA-2016-1525553,29/03/2016 0:00,02/04/2016 0:00,ME-17320,Maria Etezadi,Home Office,United States,Columbus,Georgia,31907,South,TEC-PH-10001254,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,39.4,8,0.2
4243,CA-2016-1591421,04/04/2016 0:00,05/04/2016 0:00,ME-17320,Maria Etezadi,Home Office,United States,Columbus,Georgia,31907,South,TEC-PH-10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,40.4,3,0
9661,CA-2016-1607171,06/06/2016 0:00,11/06/2016 0:00,ME-17320,Maria Etezadi,Home Office,United States,Columbus,Georgia,31907,South,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,22.4,9,0.2
9662,CA-2016-1607172,06/06/2016 0:00,11/06/2016 0:00,ME-17320,Maria Etezadi,Home Office,United States,Columbus,Georgia,31907,South,TEC-AC-10002134,Technology,Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard,50.9,2,0
9663,CA-2016-1607173,06/06/2016 0:00,11/06/2016 0:00,ME-17320,Maria Etezadi,Home Office,United States,Columbus,Georgia,31907,South,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,31.4,3,0.2
7741,CA-2014-1547812,21/11/2014 0:00,26/11/2014 0:00,SC-20680,Steve Carroll,Home Office,United States,Columbus,Georgia,31907,South,TEC-AC-10000474,Technology,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,57.9,1,0
4074,US-2015-1643081,24/09/2015 0:00,27/09/2015 0:00,SC-20680,Steve Carroll,Home Office,United States,Columbus,Georgia,31907,South,TEC-PH-10004120,Technology,Phones,AT&T 1080 Phone,14.4,6,0
2717,CA-2017-1284751,26/08/2017 0:00,01/09/2017 0:00,SC-20680,Steve Carroll,Home Office,United States,Columbus,Georgia,31907,South,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,43.9,2,0
3050,CA-2017-1214192,02/04/2017 0:00,04/04/2017 0:00,TC-21475,Tony Chapman,Home Office,United States,Columbus,Georgia,31907,South,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,41.9,4,0
1999,CA-2014-1319052,06/02/2014 0:00,09/02/2014 0:00,ND-18460,Neil Ducich,Corporate,United States,Macon,Georgia,31204,South,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,20.4,1,0
2000,CA-2014-1319053,06/02/2014 0:00,09/02/2014 0:00,ND-18460,Neil Ducich,Corporate,United States,Macon,Georgia,31204,South,TEC-PH-10001615,Technology,Phones,AT&T CL82213,11.4,5,0
6704,CA-2015-1391641,23/06/2015 0:00,28/06/2015 0:00,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,TEC-PH-10002468,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural",54.4,2,0.2
6706,CA-2015-1391643,23/06/2015 0:00,28/06/2015 0:00,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,44.4,3,0.2
1119,CA-2015-1427552,04/09/2015 0:00,08/09/2015 0:00,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,39.9,5,0
6745,CA-2017-1112691,16/06/2017 0:00,18/06/2017 0:00,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,51.9,6,0.2
4030,CA-2017-1242961,24/12/2017 0:00,28/12/2017 0:00,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,46.2,3,0
3061,CA-2016-1445541,07/11/2016 0:00,12/11/2016 0:00,DM-13345,Denise Monton,Corporate,United States,Roswell,Georgia,30076,South,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,38.9,3,0.2
3523,CA-2016-1144822,21/11/2016 0:00,25/11/2016 0:00,DM-13345,Denise Monton,Corporate,United States,Roswell,Georgia,30076,South,TEC-PH-10001580,Technology,Phones,Logitech Mobile Speakerphone P710e - speaker phone,49.4,3,0
1914,CA-2014-1033661,15/01/2014 0:00,17/01/2014 0:00,EH-13990,Erica Hackney,Consumer,United States,Roswell,Georgia,30076,South,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,55.9,5,0
5366,CA-2016-1077901,20/11/2016 0:00,24/11/2016 0:00,EH-13990,Erica Hackney,Consumer,United States,Roswell,Georgia,30076,South,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,50.4,1,0.2
4008,US-2015-1687323,10/12/2015 0:00,16/12/2015 0:00,KM-16660,Khloe Miller,Consumer,United States,Roswell,Georgia,30076,South,TEC-AC-10001553,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",54.9,6,0
9701,CA-2017-1541163,15/12/2017 0:00,19/12/2017 0:00,KM-16660,Khloe Miller,Consumer,United States,Roswell,Georgia,30076,South,TEC-PH-10000675,Technology,Phones,Panasonic KX TS3282B Corded phone,32.4,3,0.2
7824,US-2014-1154132,26/08/2014 0:00,01/09/2014 0:00,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,38.9,3,0
1389,US-2016-1085047,05/02/2016 0:00,05/02/2016 0:00,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,61.4,3,0
1390,US-2016-1085048,05/02/2016 0:00,05/02/2016 0:00,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,20.4,3,0
3635,CA-2016-1451772,10/11/2016 0:00,14/11/2016 0:00,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,24.4,7,0.4
3641,CA-2016-1451778,10/11/2016 0:00,14/11/2016 0:00,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,TEC-AC-10002550,Technology,Accessories,Maxell 4.7GB DVD-RW 3/Pack,24.9,7,0.2
5223,CA-2017-1174012,18/05/2017 0:00,22/05/2017 0:00,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,41.4,5,0
7923,CA-2017-1340961,24/09/2017 0:00,29/09/2017 0:00,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,TEC-PH-10000526,Technology,Phones,Vtech CS6719,11.4,5,0.2
9902,CA-2017-1176462,21/08/2017 0:00,25/08/2017 0:00,SC-20845,Sung Chung,Consumer,United States,Arlington Heights,Illinois,60004,Central,FUR-FU-10001037,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",44.78,3,0.2
7276,CA-2015-1445192,13/11/2015 0:00,17/11/2015 0:00,AW-10930,Arthur Wiediger,Home Office,United States,Aurora,Illinois,60505,Central,FUR-FU-10000794,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",43.78,7,0
8718,CA-2016-1208242,12/06/2016 0:00,16/06/2016 0:00,AW-10930,Arthur Wiediger,Home Office,United States,Aurora,Illinois,60505,Central,FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame,17.78,2,0.6
8721,CA-2016-1208245,12/06/2016 0:00,16/06/2016 0:00,AW-10930,Arthur Wiediger,Home Office,United States,Aurora,Illinois,60505,Central,FUR-CH-10000229,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,60.33,2,0.3
658,US-2016-1560971,19/09/2016 0:00,19/09/2016 0:00,EH-14125,Eugene Hildebrand,Home Office,United States,Aurora,Illinois,60505,Central,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,44.33,2,0.3
4146,CA-2017-1127253,30/01/2017 0:00,06/02/2017 0:00,EH-14125,Eugene Hildebrand,Home Office,United States,Aurora,Illinois,60505,Central,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,31.33,1,0.2
2128,CA-2015-1348591,04/10/2015 0:00,09/10/2015 0:00,JK-16120,Julie Kriz,Home Office,United States,Aurora,Illinois,60505,Central,FUR-FU-10003623,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",44.78,3,0.2
1382,US-2016-1005661,03/09/2016 0:00,09/09/2016 0:00,JK-16120,Julie Kriz,Home Office,United States,Aurora,Illinois,60505,Central,FUR-FU-10003394,Furniture,Furnishings,Tenex The Solids Textured Chair Mats,34.78,3,0.6
6371,CA-2016-1134251,21/11/2016 0:00,21/11/2016 0:00,JK-16120,Julie Kriz,Home Office,United States,Aurora,Illinois,60505,Central,FUR-BO-10002598,Furniture,Bookcases,"Hon Metal Bookcases, Putty",25,2,0.2
3860,CA-2017-1540391,17/02/2017 0:00,22/02/2017 0:00,JK-16120,Julie Kriz,Home Office,United States,Aurora,Illinois,60505,Central,FUR-TA-10001932,Furniture,Tables,Chromcraft 48 x 96 Racetrack Double Pedestal Table,49.33,3,0.5
4703,CA-2017-1402984,11/05/2017 0:00,17/05/2017 0:00,JK-16120,Julie Kriz,Home Office,United States,Aurora,Illinois,60505,Central,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,31.78,1,0.6
4722,CA-2014-1062291,07/06/2014 0:00,11/06/2014 0:00,NR-18550,Nick Radford,Consumer,United States,Aurora,Illinois,60505,Central,FUR-TA-10002041,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",39.33,3,0.5
8505,CA-2016-1094001,02/05/2016 0:00,06/05/2016 0:00,NR-18550,Nick Radford,Consumer,United States,Aurora,Illinois,60505,Central,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",68.33,4,0.3
9201,CA-2016-1526881,17/10/2016 0:00,20/10/2016 0:00,NR-18550,Nick Radford,Consumer,United States,Aurora,Illinois,60505,Central,FUR-BO-10001337,Furniture,Bookcases,OSullivan Living Dimensions 2-Shelf Bookcases,44,1,0
6482,CA-2017-1408727,03/06/2017 0:00,10/06/2017 0:00,NR-18550,Nick Radford,Consumer,United States,Aurora,Illinois,60505,Central,FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,26,2,0.2
6447,US-2017-1198161,04/03/2017 0:00,06/03/2017 0:00,TT-21460,Tonja Turnell,Home Office,United States,Aurora,Illinois,60505,Central,FUR-FU-10004848,Furniture,Furnishings,Howard Miller 13-3/4 Diameter Brushed Chrome Round Wall Clock,59.78,5,0.6
7132,CA-2017-1414391,26/11/2017 0:00,01/12/2017 0:00,TT-21460,Tonja Turnell,Home Office,United States,Aurora,Illinois,60505,Central,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,25.33,3,0
7134,CA-2017-1414393,26/11/2017 0:00,01/12/2017 0:00,TT-21460,Tonja Turnell,Home Office,United States,Aurora,Illinois,60505,Central,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,21.78,2,0
7136,CA-2017-1414395,26/11/2017 0:00,01/12/2017 0:00,TT-21460,Tonja Turnell,Home Office,United States,Aurora,Illinois,60505,Central,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,23.33,3,0
126,US-2014-1346141,20/09/2014 0:00,25/09/2014 0:00,PF-19165,Philip Fox,Consumer,United States,Bloomington,Illinois,61701,Central,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,30.33,6,0.5
8232,CA-2016-1623552,30/06/2016 0:00,02/07/2016 0:00,PF-19165,Philip Fox,Consumer,United States,Bloomington,Illinois,61701,Central,FUR-BO-10004695,Furniture,Bookcases,OSullivan 2-Door Barrister Bookcase in Odessa Pine,49,7,0
1012,CA-2017-1184371,17/06/2017 0:00,21/06/2017 0:00,PF-19165,Philip Fox,Consumer,United States,Bloomington,Illinois,61701,Central,FUR-FU-10004848,Furniture,Furnishings,Howard Miller 13-3/4 Diameter Brushed Chrome Round Wall Clock,59.78,3,0
4305,CA-2014-1622781,26/10/2014 0:00,30/10/2014 0:00,AH-10585,Angele Hood,Consumer,United States,Chicago,Illinois,60623,Central,FUR-FU-10000448,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,42.78,4,0
6031,US-2017-1524921,06/07/2017 0:00,06/07/2017 0:00,AH-10585,Angele Hood,Consumer,United States,Chicago,Illinois,60623,Central,FUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair,34.33,1,0.2
1375,CA-2015-1203621,14/09/2015 0:00,19/09/2015 0:00,CA-12265,Christina Anderson,Consumer,United States,Chicago,Illinois,60610,Central,FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",50.33,5,0
2437,CA-2017-1400531,03/07/2017 0:00,10/07/2017 0:00,CA-12265,Christina Anderson,Consumer,United States,Chicago,Illinois,60610,Central,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36 x 48",71.78,9,0
5176,CA-2017-1064322,19/10/2017 0:00,24/10/2017 0:00,CA-12265,Christina Anderson,Consumer,United States,Chicago,Illinois,60610,Central,FUR-BO-10004360,Furniture,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases,44,3,0.32
